#-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*
# 
#  "EcoMon-SOOP (Gulf of Maine):  Zooplankton abundance data sampled in the Gulf of Maine by the NOAA/NMFS/NEFSC Ecosystem Monitoring Ships Of Opportunity Program (EcoMon-SOOP)"
# 
#-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*-----*
#
#                COPEPOD:  05-Sep-2017  (Web v10.2 x)
#
#              Live-link:  http://www.st.nmfs.noaa.gov/copepod/data/us-05103/index.html 
#
#                          A comprehensive content summary and alternate data formats
#                                 are available online at the web link above.
#
#
#
#SHP-CRUISE,YEAR,MON,DAY,TIMEgmt,TIMEloc,LATITUDE,LONGITDE,UPPER_Z,LOWER_Z,T,GEAR,MESH,NMFS_PGC,ITIS_TSN,MOD,LIF,PSC,SEX,V, Water Strained, Original-VALUE,Orig-UNITS, VALUE-per-volu,UNITS,F1,F2,F3,F4, VALUE-per-area,UNITS,F1,F2,F3,F4,SCIENTIFIC NAME -[ modifiers ]-, RECORD-ID,DATASET-ID, SHIP, PROJ, INST,Orig-CRUISE-ID,Orig-STATION-ID,Taxa-Name,Taxa-Modifiers,
#----------,----,---,---,-------,-------,--------,--------,-------,-------,-,----,----,--------,--------,---,---,---,---,-,---------------,---------------,----------,---------------,-----,--,--,--,--,---------------,-----,--,--,--,--,-------------------------------,----------,----------,-----,-----,-----,
ZZZZ-820625,1982,  6, 26,  8.667,  8.667,  42.877, -67.910,   10.0,   10.0,H, 191, 270, 4212010,   -6012,  0,  0,  0,  0,c,           null,       48041.00,      #/m3,       48041.00, #/m3, 4, 4, 4,-1,          null ,-----,-1,-1,-1,-1,Paracalanus & pseudocalanus -[ ]-,0007_0006,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             13,Paracalanus & pseudocalanus,-[ ]-,
ZZZZ-820625,1982,  6, 26,  8.667,  8.667,  42.877, -67.910,   10.0,   10.0,H, 191, 270, 4212010,   85369,  2,  0,  0,  0,c,           null,       48041.00,      #/m3,       48041.00, #/m3, 6, 6, 4,-1,          null ,-----,-1,-1,-1,-1,Pseudocalanus spp. -[ ]-,0007_0007,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             13,Pseudocalanus spp.,-[ ]-,
ZZZZ-820625,1982,  6, 26,  8.667,  8.667,  42.877, -67.910,   10.0,   10.0,H, 191, 270, 4217050,   95107,  0,  0,  0,  0,c,           null,         100.00,      #/m3,         100.00, #/m3, 3, 4, 2,-1,          null ,-----,-1,-1,-1,-1,Hyperiidea -[ ]-,0007_0003,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             13,Hyperiidea,-[ ]-,
ZZZZ-820625,1982,  6, 26,  8.667,  8.667,  42.877, -67.910,   10.0,   10.0,H, 191, 270, 4218000,   95496,  0,  0,  0,  0,c,           null,         569.00,      #/m3,         569.00, #/m3, 0, 3, 3,-1,          null ,-----,-1,-1,-1,-1,Euphausiacea -[ ]-,0007_0004,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             13,Euphausiacea,-[ ]-,
ZZZZ-820625,1982,  6, 26,  8.667,  8.667,  42.877, -67.910,   10.0,   10.0,H, 191, 270, 2080000,   46743,  0,  0,  0,  0,c,           null,      219614.00,      #/m3,     0.21961400, #/ml,-9,-9,-9,-1,          null ,-----,-1,-1,-1,-1,Tintinnidae -[ ]-,0007_0005,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             13,Tintinnidae,-[ ]-,
ZZZZ-820625,1982,  6, 26, 10.683, 10.683,  42.930, -67.460,   10.0,   10.0,H, 191, 270, 4212010,   85272,  0,  0,  0,  0,c,           null,       10713.00,      #/m3,       10713.00, #/m3, 6, 6, 4,-1,          null ,-----,-1,-1,-1,-1,Calanus finmarchicus -[ ]-,0008_0001,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             15,Calanus finmarchicus,-[ ]-,
ZZZZ-820625,1982,  6, 26, 10.683, 10.683,  42.930, -67.460,   10.0,   10.0,H, 191, 270, 4212010,   85734,  2,  0,  0,  0,c,           null,        2745.00,      #/m3,        2745.00, #/m3, 5, 5, 4,-1,          null ,-----,-1,-1,-1,-1,Metridia spp. -[ ]-,0008_0003,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             15,Metridia spp.,-[ ]-,
ZZZZ-820625,1982,  6, 26, 10.683, 10.683,  42.930, -67.460,   10.0,   10.0,H, 191, 270, 4212010,   -6012,  0,  0,  0,  0,c,           null,        2745.00,      #/m3,        2745.00, #/m3, 3, 3, 3,-1,          null ,-----,-1,-1,-1,-1,Paracalanus & pseudocalanus -[ ]-,0008_0007,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             15,Paracalanus & pseudocalanus,-[ ]-,
ZZZZ-820625,1982,  6, 26, 10.683, 10.683,  42.930, -67.460,   10.0,   10.0,H, 191, 270, 4212010,   85544,  0,  0,  0,  0,c,           null,        1373.00,      #/m3,        1373.00, #/m3, 5, 5, 4,-1,          null ,-----,-1,-1,-1,-1,Paraeuchaeta norvegica -[ ]-,0008_0002,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             15,Paraeuchaeta norvegica,-[ ]-,
ZZZZ-820625,1982,  6, 26, 10.683, 10.683,  42.930, -67.460,   10.0,   10.0,H, 191, 270, 4212010,   85369,  2,  0,  0,  0,c,           null,       23334.00,      #/m3,       23334.00, #/m3, 6, 6, 4,-1,          null ,-----,-1,-1,-1,-1,Pseudocalanus spp. -[ ]-,0008_0008,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             15,Pseudocalanus spp.,-[ ]-,
ZZZZ-820625,1982,  6, 26, 10.683, 10.683,  42.930, -67.460,   10.0,   10.0,H, 191, 270, 4217050,   95107,  0,  0,  0,  0,c,           null,          33.00,      #/m3,          33.00, #/m3, 3, 3, 2,-1,          null ,-----,-1,-1,-1,-1,Hyperiidea -[ ]-,0008_0004,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             15,Hyperiidea,-[ ]-,
ZZZZ-820625,1982,  6, 26, 10.683, 10.683,  42.930, -67.460,   10.0,   10.0,H, 191, 270, 4218000,   95496,  0,  0,  0,  0,c,           null,          33.00,      #/m3,          33.00, #/m3, 0, 0, 0,-1,          null ,-----,-1,-1,-1,-1,Euphausiacea -[ ]-,0008_0005,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             15,Euphausiacea,-[ ]-,
ZZZZ-820625,1982,  6, 26, 10.683, 10.683,  42.930, -67.460,   10.0,   10.0,H, 191, 270, 2080000,   46743,  0,  0,  0,  0,c,           null,       23334.00,      #/m3,      0.0233340, #/ml,-9,-9,-9,-1,          null ,-----,-1,-1,-1,-1,Tintinnidae -[ ]-,0008_0006,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             15,Tintinnidae,-[ ]-,
ZZZZ-820625,1982,  6, 26, 12.567, 12.567,  42.982, -67.010,   10.0,   10.0,H, 191, 270, 4212010,   85272,  0,  0,  0,  0,c,           null,       42851.00,      #/m3,       42851.00, #/m3, 6, 6, 4,-1,          null ,-----,-1,-1,-1,-1,Calanus finmarchicus -[ ]-,0009_0001,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             17,Calanus finmarchicus,-[ ]-,
ZZZZ-820625,1982,  6, 26, 12.567, 12.567,  42.982, -67.010,   10.0,   10.0,H, 191, 270, 4212010,   -6012,  0,  0,  0,  0,c,           null,        4118.00,      #/m3,        4118.00, #/m3, 4, 4, 4,-1,          null ,-----,-1,-1,-1,-1,Paracalanus & pseudocalanus -[ ]-,0009_0004,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             17,Paracalanus & pseudocalanus,-[ ]-,
ZZZZ-820625,1982,  6, 26, 12.567, 12.567,  42.982, -67.010,   10.0,   10.0,H, 191, 270, 4212010,   85369,  2,  0,  0,  0,c,           null,        2745.00,      #/m3,        2745.00, #/m3, 5, 5, 4,-1,          null ,-----,-1,-1,-1,-1,Pseudocalanus spp. -[ ]-,0009_0005,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             17,Pseudocalanus spp.,-[ ]-,
ZZZZ-820625,1982,  6, 26, 12.567, 12.567,  42.982, -67.010,   10.0,   10.0,H, 191, 270, 4217050,   95107,  0,  0,  0,  0,c,           null,         201.00,      #/m3,         201.00, #/m3, 3, 4, 2,-1,          null ,-----,-1,-1,-1,-1,Hyperiidea -[ ]-,0009_0002,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             17,Hyperiidea,-[ ]-,
ZZZZ-820625,1982,  6, 26, 12.567, 12.567,  42.982, -67.010,   10.0,   10.0,H, 191, 270, 2080000,   46743,  0,  0,  0,  0,c,           null,       23334.00,      #/m3,      0.0233340, #/ml,-9,-9,-9,-1,          null ,-----,-1,-1,-1,-1,Tintinnidae -[ ]-,0009_0003,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             17,Tintinnidae,-[ ]-,
ZZZZ-820625,1982,  6, 26, 14.517, 14.517,  43.052, -66.565,   10.0,   10.0,H, 191, 270, 4212010,   85272,  0,  0,  0,  0,c,           null,       10713.00,      #/m3,       10713.00, #/m3, 6, 6, 4,-1,          null ,-----,-1,-1,-1,-1,Calanus finmarchicus -[ ]-,0010_0001,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             19,Calanus finmarchicus,-[ ]-,
ZZZZ-820625,1982,  6, 26, 14.517, 14.517,  43.052, -66.565,   10.0,   10.0,H, 191, 270, 4212010,   85369,  2,  0,  0,  0,c,           null,        4118.00,      #/m3,        4118.00, #/m3, 5, 6, 4,-1,          null ,-----,-1,-1,-1,-1,Pseudocalanus spp. -[ ]-,0010_0006,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             19,Pseudocalanus spp.,-[ ]-,
ZZZZ-820625,1982,  6, 26, 14.517, 14.517,  43.052, -66.565,   10.0,   10.0,H, 191, 270, 4212040,   88802,  2,  0,  0,  0,c,           null,        4118.00,      #/m3,        4118.00, #/m3, 3, 4, 2,-1,          null ,-----,-1,-1,-1,-1,Oithona spp. -[ ]-,0010_0002,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             19,Oithona spp.,-[ ]-,
ZZZZ-820625,1982,  6, 26, 14.517, 14.517,  43.052, -66.565,   10.0,   10.0,H, 191, 270, 4218000,   95496,  0,  0,  0,  0,c,           null,          67.00,      #/m3,          67.00, #/m3, 0, 0, 0,-1,          null ,-----,-1,-1,-1,-1,Euphausiacea -[ ]-,0010_0004,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             19,Euphausiacea,-[ ]-,
ZZZZ-820625,1982,  6, 26, 14.517, 14.517,  43.052, -66.565,   10.0,   10.0,H, 191, 270, 4219000,   98276,  0,  0,  0,  0,c,           null,          33.00,      #/m3,          33.00, #/m3, 0, 0, 0,-1,          null ,-----,-1,-1,-1,-1,Brachyura -[ ]-,0010_0003,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             19,Brachyura,-[ ]-,
ZZZZ-820625,1982,  6, 26, 14.517, 14.517,  43.052, -66.565,   10.0,   10.0,H, 191, 270, 2080000,   46743,  0,  0,  0,  0,c,           null,       23334.00,      #/m3,      0.0233340, #/ml,-9,-9,-9,-1,          null ,-----,-1,-1,-1,-1,Tintinnidae -[ ]-,0010_0005,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             19,Tintinnidae,-[ ]-,
ZZZZ-820625,1982,  6, 26, 16.750, 16.750,  43.160, -66.133,   10.0,   10.0,H, 191, 270, 4212010,   85272,  0,  0,  0,  0,c,           null,        2511.00,      #/m3,        2511.00, #/m3, 5, 6, 4,-1,          null ,-----,-1,-1,-1,-1,Calanus finmarchicus -[ ]-,0011_0001,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             21,Calanus finmarchicus,-[ ]-,
ZZZZ-820625,1982,  6, 26, 16.750, 16.750,  43.160, -66.133,   10.0,   10.0,H, 191, 270, 4212010,   85369,  2,  0,  0,  0,c,           null,        4118.00,      #/m3,        4118.00, #/m3, 5, 6, 4,-1,          null ,-----,-1,-1,-1,-1,Pseudocalanus spp. -[ ]-,0011_0004,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             21,Pseudocalanus spp.,-[ ]-,
ZZZZ-820625,1982,  6, 26, 16.750, 16.750,  43.160, -66.133,   10.0,   10.0,H, 191, 270, 2080000,   46743,  0,  0,  0,  0,c,           null,        8236.00,      #/m3,       0.008236, #/ml,-9,-9,-9,-1,          null ,-----,-1,-1,-1,-1,Tintinnidae -[ ]-,0011_0003,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             21,Tintinnidae,-[ ]-,
ZZZZ-820625,1982,  6, 26, 18.917, 18.917,  43.230, -65.690,   10.0,   10.0,H, 191, 270, 4212010,   85272,  0,  0,  0,  0,c,           null,         201.00,      #/m3,         201.00, #/m3, 0, 0, 0,-1,          null ,-----,-1,-1,-1,-1,Calanus finmarchicus -[ ]-,0012_0001,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             23,Calanus finmarchicus,-[ ]-,
ZZZZ-820625,1982,  6, 26, 18.917, 18.917,  43.230, -65.690,   10.0,   10.0,H, 191, 270, 4212010,   -6012,  0,  0,  0,  0,c,           null,        2745.00,      #/m3,        2745.00, #/m3, 3, 3, 3,-1,          null ,-----,-1,-1,-1,-1,Paracalanus & pseudocalanus -[ ]-,0012_0005,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             23,Paracalanus & pseudocalanus,-[ ]-,
ZZZZ-820625,1982,  6, 26, 18.917, 18.917,  43.230, -65.690,   10.0,   10.0,H, 191, 270, 4212010,   85369,  2,  0,  0,  0,c,           null,        4118.00,      #/m3,        4118.00, #/m3, 5, 6, 4,-1,          null ,-----,-1,-1,-1,-1,Pseudocalanus spp. -[ ]-,0012_0006,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             23,Pseudocalanus spp.,-[ ]-,
ZZZZ-820625,1982,  6, 26, 18.917, 18.917,  43.230, -65.690,   10.0,   10.0,H, 191, 270, 4218000,   95496,  0,  0,  0,  0,c,           null,          33.00,      #/m3,          33.00, #/m3, 0, 0, 0,-1,          null ,-----,-1,-1,-1,-1,Euphausiacea -[ ]-,0012_0003,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             23,Euphausiacea,-[ ]-,
ZZZZ-820625,1982,  6, 26, 18.917, 18.917,  43.230, -65.690,   10.0,   10.0,H, 191, 270, 4219000,   98276,  0,  0,  0,  0,c,           null,          33.00,      #/m3,          33.00, #/m3, 0, 0, 0,-1,          null ,-----,-1,-1,-1,-1,Brachyura -[ ]-,0012_0002,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             23,Brachyura,-[ ]-,
ZZZZ-820625,1982,  6, 26, 18.917, 18.917,  43.230, -65.690,   10.0,   10.0,H, 191, 270, 2080000,   46743,  0,  0,  0,  0,c,           null,        8236.00,      #/m3,       0.008236, #/ml,-9,-9,-9,-1,          null ,-----,-1,-1,-1,-1,Tintinnidae -[ ]-,0012_0004,EcoMon-SOOP (Gulf of Maine), 9000,   51, 1342,,             23,Tintinnidae,-[ ]-,
